Grid	Lat/Lon hddd.ddddd°
Datum	WGS 84

Header	Name	Description	Type	Position	Altitude	Depth	Proximity	Temperature	Display Mode	Color	Symbol	Facility	City	State	Country	Date Modified	Link	Categories
Trackpoint	N35.65303 W97.47430	4/8/2014 7:28:50 PM 	351 m			3 m	0:00:06	2 kph	12° true
Trackpoint	N35.65302 W97.47428	4/8/2014 7:28:54 PM 	350 m			2 m	0:00:04	1.5 kph	121° true
Trackpoint	N35.65306 W97.47417	4/8/2014 7:29:04 PM 	350 m			11 m	0:00:10	4 kph	62° true
Trackpoint	N35.65309 W97.47408	4/8/2014 7:29:15 PM 	349 m			9 m	0:00:11	3 kph	68° true
Trackpoint	N35.65312 W97.47399	4/8/2014 7:29:24 PM 	349 m			9 m	0:00:09	3 kph	67° true
Trackpoint	N35.65307 W97.47401	4/8/2014 7:29:37 PM 	348 m			6 m	0:00:13	2 kph	195° true
Trackpoint	N35.65306 W97.47402	4/8/2014 7:29:40 PM 	349 m			1 m	0:00:03	2 kph	198° true
Trackpoint	N35.65300 W97.47413	4/8/2014 7:29:50 PM 	350 m			12 m	0:00:10	4 kph	239° true
Trackpoint	N35.65299 W97.47414	4/8/2014 7:29:58 PM 	350 m			2 m	0:00:08	1.0 kph	218° true
Trackpoint	N35.65301 W97.47409	4/8/2014 7:30:06 PM 	350 m			5 m	0:00:08	2 kph	67° true
Trackpoint	N35.65299 W97.47408	4/8/2014 7:30:14 PM 	348 m			2 m	0:00:08	1.0 kph	152° true
Trackpoint	N35.65298 W97.47409	4/8/2014 7:30:21 PM 	350 m			1 m	0:00:07	0.6 kph	199° true
Trackpoint	N35.65300 W97.47412	4/8/2014 7:30:30 PM 	351 m			4 m	0:00:09	2 kph	315° true
Trackpoint	N35.65301 W97.47415	4/8/2014 7:30:36 PM 	351 m			3 m	0:00:06	2 kph	290° true
Trackpoint	N35.65301 W97.47411	4/8/2014 7:30:47 PM 	350 m			3 m	0:00:11	1.0 kph	87° true
Trackpoint	N35.65301 W97.47412	4/8/2014 7:30:55 PM 	351 m			1 m	0:00:08	0.3 kph	217° true
Trackpoint	N35.65301 W97.47410	4/8/2014 7:31:06 PM 	349 m			2 m	0:00:11	0.6 kph	79° true
Trackpoint	N35.65299 W97.47408	4/8/2014 7:31:14 PM 	349 m			3 m	0:00:08	1.2 kph	157° true
Trackpoint	N35.65302 W97.47405	4/8/2014 7:31:22 PM 	349 m			4 m	0:00:08	2 kph	41° true
Trackpoint	N35.65302 W97.47402	4/8/2014 7:31:35 PM 	349 m			3 m	0:00:13	0.7 kph	79° true
Trackpoint	N35.65304 W97.47400	4/8/2014 7:31:43 PM 	349 m			3 m	0:00:08	1.3 kph	54° true
Trackpoint	N35.65303 W97.47392	4/8/2014 7:31:53 PM 	349 m			7 m	0:00:10	3 kph	101° true
Trackpoint	N35.65304 W97.47390	4/8/2014 7:31:59 PM 	350 m			2 m	0:00:06	1.4 kph	54° true
Trackpoint	N35.65301 W97.47385	4/8/2014 7:32:07 PM 	349 m			5 m	0:00:08	2 kph	130° true
Trackpoint	N35.65298 W97.47384	4/8/2014 7:32:16 PM 	349 m			3 m	0:00:09	1.3 kph	153° true
Trackpoint	N35.65300 W97.47379	4/8/2014 7:32:52 PM 	350 m			4 m	0:00:36	0.4 kph	71° true
Trackpoint	N35.65302 W97.47375	4/8/2014 7:32:59 PM 	350 m			4 m	0:00:07	2 kph	55° true
Trackpoint	N35.65299 W97.47370	4/8/2014 7:33:07 PM 	349 m			6 m	0:00:08	3 kph	124° true
Trackpoint	N35.65302 W97.47369	4/8/2014 7:33:17 PM 	349 m			4 m	0:00:10	1.3 kph	21° true
Trackpoint	N35.65301 W97.47364	4/8/2014 7:33:29 PM 	349 m			4 m	0:00:12	1.3 kph	111° true
Trackpoint	N35.65302 W97.47360	4/8/2014 7:33:36 PM 	349 m			4 m	0:00:07	2 kph	77° true
Trackpoint	N35.65302 W97.47355	4/8/2014 7:33:44 PM 	349 m			4 m	0:00:08	2 kph	83° true
Trackpoint	N35.65300 W97.47355	4/8/2014 7:33:51 PM 	349 m			2 m	0:00:07	1.0 kph	171° true
Trackpoint	N35.65301 W97.47355	4/8/2014 7:33:59 PM 	349 m			1 m	0:00:08	0.2 kph	2° true
Trackpoint	N35.65303 W97.47353	4/8/2014 7:34:02 PM 	349 m			3 m	0:00:03	3 kph	28° true
Trackpoint	N35.65308 W97.47351	4/8/2014 7:34:07 PM 	350 m			6 m	0:00:05	4 kph	19° true
Trackpoint	N35.65312 W97.47342	4/8/2014 7:34:16 PM 	351 m			9 m	0:00:09	4 kph	62° true
Trackpoint	N35.65313 W97.47339	4/8/2014 7:34:23 PM 	350 m			3 m	0:00:07	1.3 kph	69° true
Trackpoint	N35.65313 W97.47337	4/8/2014 7:34:31 PM 	351 m			2 m	0:00:08	1.1 kph	85° true
Trackpoint	N35.65314 W97.47337	4/8/2014 7:34:32 PM 	351 m			1 m	0:00:01	5 kph	356° true
Trackpoint	N35.65320 W97.47338	4/8/2014 7:34:40 PM 	352 m			6 m	0:00:08	3 kph	350° true
Trackpoint	N35.65318 W97.47343	4/8/2014 7:34:47 PM 	352 m			5 m	0:00:07	2 kph	240° true
Trackpoint	N35.65316 W97.47343	4/8/2014 7:34:57 PM 	350 m			2 m	0:00:10	0.8 kph	186° true
Trackpoint	N35.65319 W97.47346	4/8/2014 7:35:05 PM 	351 m			4 m	0:00:08	2 kph	314° true
Trackpoint	N35.65320 W97.47352	4/8/2014 7:35:12 PM 	353 m			5 m	0:00:07	3 kph	292° true
Trackpoint	N35.65320 W97.47358	4/8/2014 7:35:20 PM 	353 m			6 m	0:00:08	3 kph	264° true
Trackpoint	N35.65320 W97.47359	4/8/2014 7:35:24 PM 	353 m			1 m	0:00:04	1.1 kph	267° true
Trackpoint	N35.65321 W97.47370	4/8/2014 7:35:34 PM 	353 m			10 m	0:00:10	4 kph	277° true
Trackpoint	N35.65324 W97.47380	4/8/2014 7:35:43 PM 	352 m			9 m	0:00:09	4 kph	293° true
Trackpoint	N35.65325 W97.47381	4/8/2014 7:35:46 PM 	354 m			2 m	0:00:03	2 kph	308° true
Trackpoint	N35.65326 W97.47383	4/8/2014 7:35:51 PM 	354 m			2 m	0:00:05	1.4 kph	301° true
Trackpoint	N35.65328 W97.47390	4/8/2014 7:35:58 PM 	353 m			6 m	0:00:07	3 kph	290° true
Trackpoint	N35.65329 W97.47391	4/8/2014 7:35:59 PM 	352 m			1 m	0:00:01	4 kph	299° true
Trackpoint	N35.65333 W97.47404	4/8/2014 7:36:09 PM 	351 m			13 m	0:00:10	5 kph	294° true
Trackpoint	N35.65335 W97.47415	4/8/2014 7:36:19 PM 	352 m			11 m	0:00:10	4 kph	279° true
Trackpoint	N35.65339 W97.47425	4/8/2014 7:36:29 PM 	352 m			10 m	0:00:10	4 kph	300° true
Trackpoint	N35.65338 W97.47431	4/8/2014 7:36:35 PM 	353 m			6 m	0:00:06	3 kph	255° true
Trackpoint	N35.65338 W97.47435	4/8/2014 7:36:42 PM 	353 m			4 m	0:00:07	2 kph	267° true
Trackpoint	N35.65345 W97.47442	4/8/2014 7:36:50 PM 	354 m			11 m	0:00:08	5 kph	321° true
Trackpoint	N35.65355 W97.47456	4/8/2014 7:37:02 PM 	354 m			16 m	0:00:12	5 kph	311° true
Trackpoint	N35.65365 W97.47469	4/8/2014 7:37:12 PM 	356 m			16 m	0:00:10	6 kph	315° true
Trackpoint	N35.65369 W97.47470	4/8/2014 7:37:19 PM 	356 m			5 m	0:00:07	2 kph	351° true
Trackpoint	N35.65370 W97.47467	4/8/2014 7:37:22 PM 	357 m			2 m	0:00:03	3 kph	76° true
Trackpoint	N35.65371 W97.47462	4/8/2014 7:37:26 PM 	356 m			5 m	0:00:04	4 kph	75° true
Trackpoint	N35.65371 W97.47447	4/8/2014 7:37:37 PM 	355 m			14 m	0:00:11	5 kph	89° true
Trackpoint	N35.65372 W97.47433	4/8/2014 7:37:49 PM 	355 m			13 m	0:00:12	4 kph	85° true
Trackpoint	N35.65373 W97.47429	4/8/2014 7:37:57 PM 	356 m			3 m	0:00:08	1.4 kph	68° true
Trackpoint	N35.65373 W97.47430	4/8/2014 7:38:03 PM 	355 m			1 m	0:00:06	0.4 kph	241° true
Trackpoint	N35.65369 W97.47415	4/8/2014 7:38:14 PM 	354 m			14 m	0:00:11	5 kph	106° true
Trackpoint	N35.65367 W97.47401	4/8/2014 7:38:23 PM 	355 m			12 m	0:00:09	5 kph	101° true
Trackpoint	N35.65367 W97.47396	4/8/2014 7:38:29 PM 	355 m			4 m	0:00:06	3 kph	93° true
Trackpoint	N35.65371 W97.47394	4/8/2014 7:38:33 PM 	354 m			5 m	0:00:04	5 kph	31° true
Trackpoint	N35.65373 W97.47377	4/8/2014 7:38:43 PM 	355 m			15 m	0:00:10	5 kph	80° true
Trackpoint	N35.65373 W97.47366	4/8/2014 7:38:50 PM 	355 m			10 m	0:00:07	5 kph	94° true
Trackpoint	N35.65372 W97.47364	4/8/2014 7:38:51 PM 	355 m			2 m	0:00:01	6 kph	103° true
Trackpoint	N35.65369 W97.47354	4/8/2014 7:39:01 PM 	356 m			10 m	0:00:10	4 kph	113° true
Trackpoint	N35.65370 W97.47349	4/8/2014 7:39:12 PM 	356 m			5 m	0:00:11	2 kph	72° true
Trackpoint	N35.65373 W97.47351	4/8/2014 7:39:18 PM 	356 m			3 m	0:00:06	2 kph	316° true
Trackpoint	N35.65375 W97.47351	4/8/2014 7:39:26 PM 	355 m			2 m	0:00:08	1.1 kph	357° true
Trackpoint	N35.65376 W97.47351	4/8/2014 7:39:28 PM 	354 m			1 m	0:00:02	2 kph	355° true
Trackpoint	N35.65381 W97.47351	4/8/2014 7:39:56 PM 	355 m			6 m	0:00:28	0.7 kph	3° true
Trackpoint	N35.65380 W97.47350	4/8/2014 7:40:02 PM 	354 m			1 m	0:00:06	0.6 kph	162° true
Trackpoint	N35.65380 W97.47355	4/8/2014 7:40:09 PM 	354 m			4 m	0:00:07	2 kph	262° true
Trackpoint	N35.65378 W97.47363	4/8/2014 7:40:20 PM 	355 m			8 m	0:00:11	3 kph	261° true
Trackpoint	N35.65381 W97.47372	4/8/2014 7:40:30 PM 	356 m			8 m	0:00:10	3 kph	291° true
Trackpoint	N35.65383 W97.47381	4/8/2014 7:40:40 PM 	355 m			9 m	0:00:10	3 kph	286° true
Trackpoint	N35.65385 W97.47385	4/8/2014 7:40:44 PM 	355 m			4 m	0:00:04	3 kph	298° true

Track	ACTIVE LOG 041	4/9/2014 10:57:13 AM 	0:01:34	0 m	0 kph	

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course

Trackpoint	N35.65385 W97.47385	4/9/2014 10:57:13 AM 	334 m
Trackpoint	N35.65385 W97.47385	4/9/2014 10:57:14 AM 	334 m			0 m	0:00:01	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/9/2014 10:58:47 AM 	334 m			0 m	0:01:33	0 kph	0° true

Track	ACTIVE LOG 042	4/10/2014 11:08:18 AM 	1:44:45	0 m	0 kph	

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course

Trackpoint	N35.65385 W97.47385	4/10/2014 11:08:18 AM 	415 m
Trackpoint	N35.65385 W97.47385	4/10/2014 11:13:22 AM 	418 m			0 m	0:05:04	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/10/2014 11:13:34 AM 	417 m			0 m	0:00:12	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/10/2014 11:16:12 AM 	418 m			0 m	0:02:38	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/10/2014 11:19:40 AM 	419 m			0 m	0:03:28	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/10/2014 11:32:17 AM 	416 m			0 m	0:12:37	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/10/2014 11:33:31 AM 	415 m			0 m	0:01:14	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/10/2014 11:35:46 AM 	416 m			0 m	0:02:15	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/10/2014 11:36:57 AM 	420 m			0 m	0:01:11	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/10/2014 11:39:46 AM 	423 m			0 m	0:02:49	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/10/2014 11:40:12 AM 	420 m			0 m	0:00:26	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/10/2014 11:40:21 AM 	418 m			0 m	0:00:09	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/10/2014 12:01:13 PM 	422 m			0 m	0:20:52	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/10/2014 12:53:03 PM 	421 m			0 m	0:51:50	0 kph	0° true

Track	ACTIVE LOG 043	4/10/2014 2:08:34 PM 	0:01:12	0 m	0 kph	

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course

Trackpoint	N35.65385 W97.47385	4/10/2014 2:08:34 PM 	423 m
Trackpoint	N35.65385 W97.47385	4/10/2014 2:08:35 PM 	423 m			0 m	0:00:01	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/10/2014 2:09:46 PM 	422 m			0 m	0:01:11	0 kph	0° true

Track	ACTIVE LOG 044	4/10/2014 4:26:43 PM 	0:00:12	0 m	0 kph	

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course

Trackpoint	N35.65385 W97.47385	4/10/2014 4:26:43 PM 	422 m
Trackpoint	N35.65385 W97.47385	4/10/2014 4:26:55 PM 	422 m			0 m	0:00:12	0 kph	0° true

Track	ACTIVE LOG 045	4/10/2014 4:27:00 PM 	0:00:01	0 m	0 kph	

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course

Trackpoint	N35.65385 W97.47385	4/10/2014 4:27:00 PM 	422 m
Trackpoint	N35.65385 W97.47385	4/10/2014 4:27:01 PM 	422 m			0 m	0:00:01	0 kph	0° true

Track	ACTIVE LOG 046	4/10/2014 4:29:14 PM 	0:00:28	0 m	0 kph	

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course

Trackpoint	N35.65385 W97.47385	4/10/2014 4:29:14 PM 	421 m
Trackpoint	N35.65385 W97.47385	4/10/2014 4:29:42 PM 	422 m			0 m	0:00:28	0 kph	0° true

Track	ACTIVE LOG 047	4/10/2014 4:41:58 PM 	0:05:49	0 m	0 kph	

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course

Trackpoint	N35.65385 W97.47385	4/10/2014 4:41:58 PM 	418 m
Trackpoint	N35.65385 W97.47385	4/10/2014 4:42:03 PM 	415 m			0 m	0:00:05	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/10/2014 4:43:47 PM 	419 m			0 m	0:01:44	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/10/2014 4:45:30 PM 	420 m			0 m	0:01:43	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/10/2014 4:45:46 PM 	420 m			0 m	0:00:16	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/10/2014 4:47:01 PM 	417 m			0 m	0:01:15	0 kph	0° true
Trackpoint	N35.65385 W97.47385	4/10/2014 4:47:47 PM 	419 m			0 m	0:00:46	0 kph	0° true

Track	ACTIVE LOG 048	6/5/2014 3:32:01 PM 	0:02:31	75 m	2 kph	

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course

Trackpoint	N31.48549 W108.94744	6/5/2014 3:32:01 PM 	1630 m
Trackpoint	N31.48549 W108.94744	6/5/2014 3:32:02 PM 	1630 m			0 m	0:00:01	0.2 kph	320° true
Trackpoint	N31.48549 W108.94744	6/5/2014 3:32:03 PM 	1630 m			0 m	0:00:01	0.2 kph	313° true
Trackpoint	N31.48550 W108.94745	6/5/2014 3:32:14 PM 	1630 m			1 m	0:00:11	0.5 kph	323° true
Trackpoint	N31.48550 W108.94746	6/5/2014 3:32:21 PM 	1630 m			1 m	0:00:07	0.4 kph	294° true
Trackpoint	N31.48546 W108.94744	6/5/2014 3:32:33 PM 	1631 m			4 m	0:00:12	1.3 kph	159° true
Trackpoint	N31.48543 W108.94747	6/5/2014 3:32:40 PM 	1630 m			5 m	0:00:07	2 kph	214° true
Trackpoint	N31.48539 W108.94750	6/5/2014 3:32:46 PM 	1631 m			5 m	0:00:06	3 kph	216° true
Trackpoint	N31.48538 W108.94751	6/5/2014 3:32:48 PM 	1631 m			2 m	0:00:02	4 kph	201° true
Trackpoint	N31.48529 W108.94748	6/5/2014 3:32:59 PM 	1631 m			10 m	0:00:11	3 kph	163° true
Trackpoint	N31.48529 W108.94745	6/5/2014 3:33:02 PM 	1631 m			3 m	0:00:03	3 kph	80° true
Trackpoint	N31.48532 W108.94743	6/5/2014 3:33:09 PM 	1631 m			4 m	0:00:07	2 kph	26° true
Trackpoint	N31.48536 W108.94742	6/5/2014 3:33:16 PM 	1631 m			4 m	0:00:07	2 kph	15° true
Trackpoint	N31.48544 W108.94738	6/5/2014 3:33:26 PM 	1631 m			10 m	0:00:10	3 kph	26° true
Trackpoint	N31.48546 W108.94732	6/5/2014 3:33:34 PM 	1631 m			6 m	0:00:08	3 kph	65° true
Trackpoint	N31.48546 W108.94732	6/5/2014 3:33:44 PM 	1634 m			1 m	0:00:10	0.2 kph	160° true
Trackpoint	N31.48547 W108.94735	6/5/2014 3:33:49 PM 	1633 m			3 m	0:00:05	2 kph	293° true
Trackpoint	N31.48553 W108.94749	6/5/2014 3:34:03 PM 	1634 m			15 m	0:00:14	4 kph	295° true
Trackpoint	N31.48553 W108.94749	6/5/2014 3:34:10 PM 	1633 m			1 m	0:00:07	0.3 kph	94° true
Trackpoint	N31.48553 W108.94749	6/5/2014 3:34:30 PM 	1634 m			0 m	0:00:20	0.1 kph	324° true
Trackpoint	N31.48553 W108.94749	6/5/2014 3:34:32 PM 	1634 m			0 m	0:00:02	0.0 kph	69° true

Track	ACTIVE LOG 049	6/6/2014 3:39:28 PM 	0:20:36	960 m	3 kph	

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course

Trackpoint	N31.48800 W108.93916	6/6/2014 3:39:28 PM 	1637 m
Trackpoint	N31.48800 W108.93916	6/6/2014 3:39:29 PM 	1637 m			0 m	0:00:01	0.0 kph	270° true
Trackpoint	N31.48800 W108.93916	6/6/2014 3:39:30 PM 	1637 m			0 m	0:00:01	0.0 kph	320° true
Trackpoint	N31.48799 W108.93921	6/6/2014 3:39:40 PM 	1637 m			5 m	0:00:10	2 kph	255° true
Trackpoint	N31.48798 W108.93923	6/6/2014 3:39:51 PM 	1636 m			2 m	0:00:11	0.7 kph	243° true
Trackpoint	N31.48798 W108.93924	6/6/2014 3:40:02 PM 	1637 m			2 m	0:00:11	0.5 kph	263° true
Trackpoint	N31.48793 W108.93938	6/6/2014 3:40:13 PM 	1636 m			14 m	0:00:11	5 kph	246° true
Trackpoint	N31.48791 W108.93941	6/6/2014 3:40:16 PM 	1637 m			4 m	0:00:03	5 kph	240° true
Trackpoint	N31.48789 W108.93947	6/6/2014 3:40:21 PM 	1638 m			6 m	0:00:05	4 kph	243° true
Trackpoint	N31.48785 W108.93960	6/6/2014 3:40:32 PM 	1639 m			13 m	0:00:11	4 kph	250° true
Trackpoint	N31.48780 W108.93973	6/6/2014 3:40:44 PM 	1641 m			13 m	0:00:12	4 kph	247° true
Trackpoint	N31.48777 W108.93984	6/6/2014 3:40:55 PM 	1640 m			11 m	0:00:11	4 kph	254° true
Trackpoint	N31.48777 W108.93991	6/6/2014 3:41:04 PM 	1641 m			7 m	0:00:09	3 kph	263° true
Trackpoint	N31.48774 W108.94005	6/6/2014 3:41:15 PM 	1641 m			13 m	0:00:11	4 kph	256° true
Trackpoint	N31.48772 W108.94013	6/6/2014 3:41:22 PM 	1642 m			8 m	0:00:07	4 kph	253° true
Trackpoint	N31.48767 W108.94022	6/6/2014 3:41:30 PM 	1644 m			10 m	0:00:08	4 kph	239° true
Trackpoint	N31.48766 W108.94031	6/6/2014 3:41:38 PM 	1643 m			9 m	0:00:08	4 kph	263° true
Trackpoint	N31.48761 W108.94046	6/6/2014 3:41:51 PM 	1644 m			15 m	0:00:13	4 kph	248° true
Trackpoint	N31.48758 W108.94056	6/6/2014 3:42:01 PM 	1645 m			11 m	0:00:10	4 kph	250° true
Trackpoint	N31.48757 W108.94063	6/6/2014 3:42:09 PM 	1644 m			6 m	0:00:08	3 kph	260° true
Trackpoint	N31.48757 W108.94062	6/6/2014 3:42:24 PM 	1644 m			0 m	0:00:15	0.0 kph	7° true
Trackpoint	N31.48757 W108.94065	6/6/2014 3:42:30 PM 	1644 m			2 m	0:00:06	1.3 kph	273° true
Trackpoint	N31.48757 W108.94075	6/6/2014 3:42:38 PM 	1646 m			10 m	0:00:08	4 kph	270° true
Trackpoint	N31.48755 W108.94088	6/6/2014 3:42:48 PM 	1647 m			13 m	0:00:10	5 kph	255° true
Trackpoint	N31.48750 W108.94103	6/6/2014 3:43:00 PM 	1646 m			15 m	0:00:12	5 kph	249° true
Trackpoint	N31.48747 W108.94108	6/6/2014 3:43:05 PM 	1646 m			6 m	0:00:05	5 kph	240° true
Trackpoint	N31.48743 W108.94119	6/6/2014 3:43:15 PM 	1649 m			11 m	0:00:10	4 kph	249° true
Trackpoint	N31.48737 W108.94131	6/6/2014 3:43:26 PM 	1649 m			13 m	0:00:11	4 kph	236° true
Trackpoint	N31.48734 W108.94136	6/6/2014 3:43:36 PM 	1650 m			5 m	0:00:10	2 kph	242° true
Trackpoint	N31.48733 W108.94140	6/6/2014 3:43:48 PM 	1650 m			4 m	0:00:12	1.2 kph	254° true
Trackpoint	N31.48734 W108.94141	6/6/2014 3:43:56 PM 	1651 m			2 m	0:00:08	0.7 kph	303° true
Trackpoint	N31.48734 W108.94140	6/6/2014 3:44:06 PM 	1650 m			1 m	0:00:10	0.3 kph	85° true
Trackpoint	N31.48733 W108.94142	6/6/2014 3:44:20 PM 	1650 m			2 m	0:00:14	0.5 kph	227° true
Trackpoint	N31.48733 W108.94142	6/6/2014 3:44:28 PM 	1650 m			1 m	0:00:08	0.4 kph	248° true
Trackpoint	N31.48733 W108.94141	6/6/2014 3:44:36 PM 	1650 m			1 m	0:00:08	0.6 kph	61° true
Trackpoint	N31.48730 W108.94147	6/6/2014 3:44:47 PM 	1650 m			7 m	0:00:11	2 kph	236° true
Trackpoint	N31.48728 W108.94158	6/6/2014 3:44:57 PM 	1649 m			10 m	0:00:10	4 kph	261° true
Trackpoint	N31.48728 W108.94161	6/6/2014 3:45:00 PM 	1652 m			3 m	0:00:03	4 kph	265° true
Trackpoint	N31.48728 W108.94162	6/6/2014 3:45:01 PM 	1652 m			1 m	0:00:01	4 kph	243° true
Trackpoint	N31.48723 W108.94173	6/6/2014 3:45:12 PM 	1651 m			12 m	0:00:11	4 kph	239° true
Trackpoint	N31.48720 W108.94178	6/6/2014 3:45:17 PM 	1653 m			6 m	0:00:05	4 kph	242° true
Trackpoint	N31.48716 W108.94187	6/6/2014 3:45:26 PM 	1652 m			9 m	0:00:09	4 kph	243° true
Trackpoint	N31.48711 W108.94196	6/6/2014 3:45:35 PM 	1653 m			10 m	0:00:09	4 kph	238° true
Trackpoint	N31.48704 W108.94206	6/6/2014 3:45:46 PM 	1652 m			12 m	0:00:11	4 kph	229° true
Trackpoint	N31.48703 W108.94216	6/6/2014 3:45:55 PM 	1652 m			10 m	0:00:09	4 kph	261° true
Trackpoint	N31.48702 W108.94218	6/6/2014 3:45:57 PM 	1653 m			2 m	0:00:02	4 kph	242° true
Trackpoint	N31.48700 W108.94227	6/6/2014 3:46:04 PM 	1654 m			8 m	0:00:07	4 kph	253° true
Trackpoint	N31.48694 W108.94238	6/6/2014 3:46:15 PM 	1653 m			13 m	0:00:11	4 kph	240° true
Trackpoint	N31.48689 W108.94252	6/6/2014 3:46:27 PM 	1652 m			14 m	0:00:12	4 kph	246° true
Trackpoint	N31.48683 W108.94261	6/6/2014 3:46:37 PM 	1651 m			10 m	0:00:10	4 kph	237° true
Trackpoint	N31.48680 W108.94264	6/6/2014 3:46:42 PM 	1651 m			5 m	0:00:05	3 kph	212° true
Trackpoint	N31.48677 W108.94267	6/6/2014 3:46:46 PM 	1650 m			4 m	0:00:04	4 kph	223° true
Trackpoint	N31.48671 W108.94273	6/6/2014 3:46:55 PM 	1651 m			9 m	0:00:09	4 kph	224° true
Trackpoint	N31.48670 W108.94276	6/6/2014 3:46:58 PM 	1651 m			3 m	0:00:03	3 kph	237° true
Trackpoint	N31.48667 W108.94284	6/6/2014 3:47:06 PM 	1650 m			9 m	0:00:08	4 kph	246° true
Trackpoint	N31.48667 W108.94287	6/6/2014 3:47:08 PM 	1649 m			2 m	0:00:02	4 kph	283° true
Trackpoint	N31.48663 W108.94298	6/6/2014 3:47:17 PM 	1648 m			11 m	0:00:09	4 kph	248° true
Trackpoint	N31.48659 W108.94309	6/6/2014 3:47:27 PM 	1649 m			12 m	0:00:10	4 kph	247° true
Trackpoint	N31.48659 W108.94311	6/6/2014 3:47:28 PM 	1649 m			1 m	0:00:01	5 kph	254° true
Trackpoint	N31.48653 W108.94322	6/6/2014 3:47:39 PM 	1647 m			13 m	0:00:11	4 kph	239° true
Trackpoint	N31.48649 W108.94330	6/6/2014 3:47:46 PM 	1647 m			8 m	0:00:07	4 kph	240° true
Trackpoint	N31.48649 W108.94331	6/6/2014 3:47:47 PM 	1647 m			1 m	0:00:01	4 kph	237° true
Trackpoint	N31.48647 W108.94336	6/6/2014 3:47:51 PM 	1646 m			5 m	0:00:04	4 kph	249° true
Trackpoint	N31.48645 W108.94344	6/6/2014 3:47:59 PM 	1645 m			8 m	0:00:08	4 kph	254° true
Trackpoint	N31.48642 W108.94351	6/6/2014 3:48:07 PM 	1644 m			7 m	0:00:08	3 kph	246° true
Trackpoint	N31.48642 W108.94352	6/6/2014 3:48:08 PM 	1644 m			1 m	0:00:01	4 kph	234° true
Trackpoint	N31.48640 W108.94353	6/6/2014 3:48:15 PM 	1645 m			2 m	0:00:07	0.9 kph	208° true
Trackpoint	N31.48637 W108.94356	6/6/2014 3:48:25 PM 	1644 m			5 m	0:00:10	2 kph	219° true
Trackpoint	N31.48635 W108.94358	6/6/2014 3:48:27 PM 	1644 m			2 m	0:00:02	3 kph	223° true
Trackpoint	N31.48633 W108.94365	6/6/2014 3:48:36 PM 	1644 m			7 m	0:00:09	3 kph	247° true
Trackpoint	N31.48631 W108.94369	6/6/2014 3:48:42 PM 	1644 m			5 m	0:00:06	3 kph	248° true
Trackpoint	N31.48630 W108.94377	6/6/2014 3:48:51 PM 	1643 m			8 m	0:00:09	3 kph	260° true
Trackpoint	N31.48630 W108.94380	6/6/2014 3:48:54 PM 	1642 m			2 m	0:00:03	3 kph	276° true
Trackpoint	N31.48630 W108.94387	6/6/2014 3:49:02 PM 	1641 m			7 m	0:00:08	3 kph	263° true
Trackpoint	N31.48629 W108.94388	6/6/2014 3:49:11 PM 	1642 m			1 m	0:00:09	0.6 kph	229° true
Trackpoint	N31.48627 W108.94393	6/6/2014 3:49:20 PM 	1642 m			6 m	0:00:09	2 kph	254° true
Trackpoint	N31.48624 W108.94395	6/6/2014 3:49:27 PM 	1643 m			4 m	0:00:07	2 kph	199° true
Trackpoint	N31.48625 W108.94396	6/6/2014 3:49:45 PM 	1642 m			2 m	0:00:18	0.3 kph	327° true
